ds,yhat,yhat_lower,yhat_upper
2011-06-10,10854.623657434335,5243.712889483404,16132.287357029552
2011-06-11,5469.4317662847225,245.19385822909678,11005.445536389036
2011-06-12,787.0379994410505,-4502.34302968863,6783.68184942833
2011-06-13,10748.196921925093,4854.634423143914,16269.50259466522
2011-06-14,10977.114713016488,5671.312776777376,16477.969569604073
2011-06-15,10550.241876241023,4701.199653396207,16217.606420093918
2011-06-16,11016.840720010334,5765.405694823877,16527.375457746155
2011-06-17,11375.693284706686,5615.6502869731385,16690.67551331718
2011-06-18,5812.905400601586,514.4294660468094,11163.06983126655
2011-06-19,939.5104703633733,-4197.361116964529,6614.060112015195
2011-06-20,10698.309920331585,5548.823420837153,16179.837265251184
2011-06-21,10715.89349959489,5169.81418731955,16367.089030782494
2011-06-22,10071.398714290874,4670.069025585178,15654.910401886293
2011-06-23,10317.036515595122,4972.089554081083,15920.817268374265
2011-06-24,10454.749661431313,5156.99207786444,16002.673663073798
2011-06-25,4673.960403196012,-539.0738858290047,10235.87099641555
2011-06-26,-410.88774008674227,-5974.477099128607,5101.625941617173
2011-06-27,9146.444166622907,4041.0804091849905,14547.42416039838
2011-06-28,8975.94166075085,3389.9357696377883,14608.841090162836
2011-06-29,8160.025983943657,3124.80416456819,13763.595674202308
2011-06-30,8254.009872597333,2867.539255372362,13503.29255795637
2011-07-01,8262.688134907941,2761.310488752856,13926.161917068328
2011-07-02,2378.0213223315786,-3374.491918301287,7458.129938203413
2011-07-04,6726.461336622299,1210.062556847914,11869.261876477336
2011-07-05,6538.808172335179,983.7244971882557,11833.15657723458
2011-07-06,5736.852336798612,34.75848764979649,11220.000490383205
2011-07-07,5876.152192564627,348.2248672168208,11189.572700188097
2011-07-08,5961.209044791111,350.9619578376179,11461.80033598863
2011-07-09,183.1492154511525,-5013.4675586342,5745.802268026337
2011-07-11,4829.519213627878,-735.4117577689794,10134.59025278712
2011-07-12,4828.963777388531,-767.7741443075906,10577.726749030173
2011-07-13,4235.958983167821,-1313.9493165260187,9852.328523908043
2011-07-14,4602.896898346891,-838.8992415905602,9975.614306554242
2011-07-15,4930.791850673846,-678.241815247119,9973.636214498616
2011-07-16,-592.9698151384218,-5693.5419383739845,4766.710668519581
2011-07-17,-5357.063498902665,-11128.053603419732,317.6483182158575
2011-07-18,4580.594354965935,-1200.5119241347224,10097.275243499385
2011-07-19,4844.865272635805,-581.8316511151216,10469.710628429288
2011-07-20,4512.165649839703,-1181.3595910884433,9936.279407125488
2011-07-21,5131.028527981514,-616.8595196110638,10525.95543913406
2011-07-22,5698.816135762768,536.9932791986461,11179.39296234839
2011-07-23,399.5389181840028,-5348.582048835023,5675.053166992392
2011-07-24,-4158.51549441399,-9483.600032712917,1299.2523196298573
2011-07-25,5964.0932487634445,320.86662679215306,11230.767962732914
2011-07-26,6390.023005996098,850.8767164360027,12031.203792263012
2011-07-27,6193.961811207579,612.7651183569576,11618.1421117733
2011-07-28,6923.214726055505,1171.7261644559785,11987.110185677157
2011-07-29,7574.430338790629,2196.1984158266514,13108.447359964483
2011-07-30,2331.422477213923,-3147.5015664172893,7554.393782148623
2011-07-31,-2197.20929229621,-8167.982132585553,3276.2392467756686
2011-08-01,7928.776629932905,2438.2474078345886,13354.273536295615
2011-08-02,8333.299291120942,2783.7302436739387,14174.766088391108
2011-08-03,8092.729218129076,2338.891343570883,13800.36632142247
2011-08-04,8756.428447143706,3350.22172382769,14091.70031209895
2011-08-05,9323.423266577076,3953.411363985884,14428.930087293322
2011-08-06,3980.166635280581,-1233.0780528778835,9276.043265982322
2011-08-07,-661.9046551329157,-5968.5974058785305,4559.90867278184
2011-08-08,9340.42049753362,3830.0488750038908,14752.80574477794
2011-08-09,9614.096205780705,3801.1270550108256,15480.243778118922
2011-08-10,9238.527577032255,3833.0548356851664,14404.893622593978
2011-08-11,9766.04686949415,4286.711064397151,15143.662113488972
2011-08-12,10198.525946171794,4471.103234699638,15458.185924540418
2011-08-13,4725.083271379912,-907.2288441903175,10600.602382985233
2011-08-15,9847.426171681429,4352.935932801061,15206.886579182366
2011-08-16,10017.398155453413,4852.288662020091,15548.75438282332
2011-08-17,9550.43643221006,4268.877930907725,14956.492832482843
2011-08-18,10000.045403589524,4875.903425342913,15486.649591496545
2011-08-19,10368.907934096997,4854.596801356079,15925.454016784452
2011-08-20,4846.591234147181,-697.3457858796731,10592.839415526692
2011-08-21,47.06157796499792,-5244.86010101889,5245.466515231493
2011-08-22,9915.446837046195,4617.919054149732,15571.615594009043
2011-08-23,10079.991777363994,4538.234226689426,15551.31175282976
2011-08-24,9620.766866672093,4322.166122332471,15436.472134461714
2011-08-25,10090.15882788108,4515.351503108891,16002.861906759153
2011-08-26,10489.51010935113,5215.798713800212,15956.097734231655
2011-08-27,5006.864293665161,-758.4371548050214,10305.507490066293
2011-08-29,10175.846510260257,4954.4266658605175,15714.196189679493
2011-08-30,10397.259007295983,4854.610617684876,15825.244045388861
2011-08-31,9996.989860414338,4215.832297354091,15528.32193777499
2011-09-01,10525.606681401368,5000.272994313871,15887.19970926308
2011-09-02,10982.6895092499,5372.272740546464,16137.569396737963
2011-09-03,5554.608204427796,214.37482512907243,11252.020399477848
2011-09-05,10817.130210025616,5558.010228113843,16433.16094686257
2011-09-06,11074.843445838298,5109.145436443945,16949.596502188793
2011-09-07,10702.392327159358,5239.214534356712,16060.26339419688
2011-09-08,11249.443872498054,5669.235882852982,16739.813926464143
2011-09-09,11714.866548969192,6708.959624232442,17123.56002604262
2011-09-10,6284.509243546762,861.5622358537374,11901.53433517481
2011-09-11,1568.783321071519,-3533.1633488063635,6797.808220545392
2011-09-12,11509.485802579264,5832.74161409717,16739.55727702161
2011-09-13,11731.80790350867,6358.80932401094,17186.467907263148
2011-09-14,11313.089210391812,5891.966855873549,16351.476119000143
2011-09-15,11803.345495714084,6341.330677491089,17752.825348848004
2011-09-16,12201.937324674,6367.17204323585,17503.35371443575
2011-09-17,6695.336655200216,1286.4831135428212,12144.674851715678
2011-09-18,1894.6965304552104,-3330.0231684486466,7338.086604601617
2011-09-19,11742.662248371595,6023.366193214446,17080.300182297855
2011-09-20,11865.368512970166,6262.521408627818,17116.378250642636
2011-09-21,11341.183017356234,6111.821698874994,16773.114940695104
2011-09-22,11721.224533994577,6271.464822528168,17301.34817608605
2011-09-23,12006.022646291942,6267.573036954187,17112.53909193062
2011-09-24,6383.276214710408,669.4871516967507,11803.834418446326
2011-09-25,1465.4154882624698,-3564.8835185142048,6974.209099115713
2011-09-26,11196.405990954385,5406.270461296297,16754.977084281836
2011-09-27,11203.73838213228,5839.011035771732,16556.728165078657
2011-09-28,10567.164402427952,4839.186408619185,15734.392788503204
2011-09-29,10839.206629804903,5648.289878845968,15923.174980943184
2011-09-30,11021.808837600584,5227.938499333922,16390.61765879361
2011-10-01,5304.083734807325,301.33580184178123,10569.50122637408
2011-10-02,299.86273583172897,-4921.450697943285,5866.12878167836
2011-10-03,9954.485694849014,4303.481047836645,15355.474756827913
2011-10-04,9896.77469316159,4357.741303977874,15254.127687614333
2011-10-05,9207.751979583943,3491.323988306999,14704.459756388884
2011-10-06,9441.129884258058,3920.0678482722537,14894.12746150458
2011-10-07,9599.939707988566,4321.341991896176,15063.528794158143
2011-10-08,3874.256692094385,-1514.7318134499792,9127.267103467602
2011-10-09,-1121.273846645604,-6451.0745834100935,4434.265268268294
2011-10-10,8559.329259799746,2561.396556325877,13994.689746769429
2011-10-11,8545.333168948195,2948.1449027837857,14276.767298139743
2011-10-12,7917.986335849935,2348.6506688454256,13316.903220741435
2011-10-13,8230.98757414312,3000.3708474219684,14164.625758556527
2011-10-14,8487.096665449744,3137.327645915205,14336.637038055831
2011-10-15,2875.8444206865447,-2797.4859485669003,8172.731931406128
2011-10-16,-1988.9519455436357,-7284.003716058998,3470.3864689489433
2011-10-17,7837.571070890967,2808.3029725106026,13530.22142168632
2011-10-18,7983.273028749129,2673.460503381094,13536.227966525583
2011-10-19,7527.710530106626,1889.7798182442132,12630.200098823929
2011-10-20,8022.618420984277,2338.405286343321,13595.16468731806
2011-10-21,8468.539249827081,2757.161428732107,13827.408912479821
2011-10-22,3052.558965168078,-2132.742650122582,8406.006660842113
2011-10-24,8410.49286083512,2734.9657501678007,13836.445750530393
2011-10-25,8751.424417500088,3476.9778362385177,14187.923112100365
2011-10-26,8485.234650648636,3117.212029030592,13801.656262963834
2011-10-27,9160.678850674336,3889.5304804090847,14535.271756848439
2011-10-28,9775.368924346396,4497.620589395952,15320.24260104788
2011-10-29,4513.5683636004915,-708.8502531057678,10038.718426023092
2011-10-30,-16.20009731610844,-5506.049186648539,5577.428063245268
2011-10-31,10125.703339934302,4691.3096851349255,16011.283848388928
2011-11-01,10562.086911054315,5102.947913081397,15705.647856618747
2011-11-02,10367.731368266363,4896.357599242313,16360.084181707067
2011-11-03,11089.973398961818,5716.751382083943,16585.27216689099
2011-11-04,11725.433969765563,6461.637094526851,17105.07383907445
2011-11-05,6457.847074055524,1254.2839600119753,11948.000113193286
2011-11-06,1895.692153410595,-3396.092027196695,7305.241519613195
2011-11-07,11979.0667004216,6931.546773551659,17437.76120399348
2011-11-08,12331.741678005023,6428.10485151778,17690.20629303479
2011-11-09,12029.958402337907,6536.413995569493,17328.95457022704
2011-11-10,12622.99328500019,7079.795927192132,18344.825955119
2011-11-11,13109.856065172822,7730.443377020032,18711.780361818477
2011-11-12,7677.077348092758,2333.415047974024,13462.778391129552
2011-11-13,2936.2893514059733,-2538.527489509214,8103.314205134971
2011-11-14,12831.037285021106,7317.255927216384,18411.10814564551
2011-11-15,12988.765187620338,7692.8900926652905,18768.67957089079
2011-11-16,12489.536304446203,6944.389807148991,18342.781859113264
2011-11-17,12886.516055628135,7359.06965114957,17913.588502970233
2011-11-18,13182.585061044912,7769.657749030619,18542.52881660507
2011-11-19,7568.040009826271,1938.4974827650656,13246.075722030268
2011-11-20,2658.0883384193903,-2519.6566866179965,8457.31655581525
2011-11-21,12399.576242153435,7037.137111416996,18066.802599566334
2011-11-22,12422.895928858816,7134.153058326717,17785.370341873546
2011-11-23,11810.634213291338,6382.424321189901,17256.520766783102
2011-11-24,12117.992392565404,6744.38743323438,17113.827084486195
2011-11-25,12349.346583852825,7064.286424573378,17752.216708999214
2011-11-26,6695.907803616537,1126.3111014236665,12201.730405093878
2011-11-27,1773.1889760677004,-3776.7250919773314,6983.971119489672
2011-11-28,11527.71931607561,5996.041445297849,17334.68161854216
2011-11-29,11588.952580403702,5807.595539993543,17045.69978958052
2011-11-30,11037.931515768254,5757.278472328657,16168.558855553385
2011-12-01,11427.7383076875,5878.999603367202,17131.2692549794
2011-12-02,11760.099696176476,6554.189176221332,17147.277363144643
2011-12-03,6223.105174169411,622.3214897176557,11633.708140795152
2011-12-04,1428.7442242262705,-4599.320728795936,6797.6807471830225
2011-12-05,11319.701498758252,5493.16982607907,16551.4673201621
2011-12-06,11521.354604366285,6132.861609186322,16764.726833542405
2011-12-07,11110.534740676163,6046.648444498597,16476.41306890178
2011-12-08,11636.077723033633,6466.982459931981,17381.799463325977
2011-12-09,12095.53164621778,6363.3201119799105,17419.220177641164
2011-12-10,6672.977101051813,991.652211222625,11751.728669912743
2011-12-11,1976.6633975258947,-3379.643383281423,7552.3052930798995
2011-12-12,11945.897229188326,6065.998110592964,17024.919043605827
2011-12-13,12203.126084921738,6989.268916159314,17184.684343298562
2011-12-14,11822.774474128262,6675.907987770267,17447.304925110948
2011-12-15,12351.858538902467,6786.956057689786,17866.740669330968
2011-12-16,12786.74363623175,7398.388829178013,18426.994597358847
2011-12-17,7310.999453698505,1879.7438745476243,12630.820519489958
2011-12-19,12393.090212866076,7049.4260556698455,18014.500302123084
2011-12-20,12515.103609460573,6861.239648499196,18315.383180026336
2011-12-21,11975.71878192321,6622.65258132361,17723.103029187278
2011-12-22,12324.751464511406,6799.92551429109,17764.26712680287
2011-12-23,12561.905509632961,6709.391901677477,18222.83450102448
2011-12-24,6874.552867753031,1194.4419544748587,12599.824154599384
2011-12-25,1875.301945085257,-3787.5213450027763,7734.097608191857
2011-12-26,11508.792256642539,5672.967930982551,17473.745200180216
2011-12-27,11403.659823583526,5792.4942917882845,16669.534627504683
2011-12-28,10641.234132931793,5110.383087644046,16286.133355585607
2011-12-29,10775.995527999261,5262.572152678821,16186.251648431751
2011-12-30,10812.161370219314,5373.846603418337,15979.191294886019
2011-12-31,4941.359663582146,-292.8245951957757,10249.960427677855
2012-01-02,9276.461257323506,4231.23003338126,14376.088423176738
2012-01-03,9062.005656313226,3571.125282616289,14653.493184124825
2012-01-04,8220.37718530147,2708.467772913839,13538.802668884635
2012-01-05,8307.719763626694,3097.790154908685,13698.800017250178
2012-01-06,8329.221925416905,2898.3241108330476,13636.91359974048
2012-01-07,2476.768612868951,-2781.5261297026013,8300.873495863896
2012-01-08,-2633.595533078994,-8172.209477105622,2569.625843734049
2012-01-09,6945.049096961137,1543.8607428697844,12586.330556788715
2012-01-10,6842.410703215436,1213.5032035902934,12313.04785611331
2012-01-11,6139.660106799309,805.2049685178072,11316.622145141479
2012-01-12,6389.894573416514,1168.0795402988895,11951.053990151258
2012-01-13,6594.759557632378,1581.3381119930393,11859.923426867925
2012-01-14,942.186118812102,-4367.703142981906,6454.2487125576245
2012-01-16,5842.485092391836,263.7457899555396,11256.887029253616
2012-01-17,5962.911225448118,373.0226392804282,11372.846961969091
2012-01-18,5481.808822075518,505.59079021920104,11232.246182729787
2012-01-19,5947.794071768321,365.10677721150483,11261.766174741022
2012-01-20,6358.243550721359,1141.0007370317937,11680.324367713794
2012-01-21,897.129737661151,-4574.569668176698,6333.275387209183
2012-01-22,-3827.3313581015773,-9298.61549879148,1601.0662661699832
2012-01-23,6124.215929613135,902.2537260753347,11362.39234054313
2012-01-24,6374.353420576017,1021.0329014480533,12107.472012571636
2012-01-25,5997.723826771897,601.7477649761587,11470.157169639426
2012-01-26,6541.639266807571,1365.0572393047191,11845.716019527688
2012-01-27,7002.828261959337,1264.270559421645,12541.071796079683
2012-01-28,1565.276057078162,-3889.009024282416,6859.59004173952
2012-01-29,-3162.1388325194876,-8795.501548504952,2669.872483663
2012-01-30,6761.22456439797,1492.2378517296297,12148.417611998642
2012-01-31,6959.8143144136875,1264.8225286643537,12290.321392386244
2012-02-01,6510.6647690328255,1082.658715825251,12079.197487112193
2012-02-02,6963.937398253669,1491.4683135279317,12062.267742371325
2012-02-03,7319.589824036672,1936.0490650942606,12859.27476901971
2012-02-04,1765.1299874866272,-3850.172708049749,7122.733621612135
2012-02-05,-3086.8393761860307,-8608.221458954384,2391.6508442504596
2012-02-06,6708.152853590321,1111.9688792306554,12050.583102264589
2012-02-07,6778.394160444659,1266.983521054407,12364.144363134486
2012-02-08,6204.672300110964,683.907396364794,11724.773609926804
2012-02-09,6540.724614904425,1100.3831160229295,12051.546842422556
2012-02-10,6789.821559512501,1534.0643518709594,12205.332264935701
2012-02-11,1142.4434349031599,-3866.44946186214,6366.21385998143
2012-02-12,-3786.2426702288876,-9213.94147611232,1861.7797778756674
2012-02-13,5950.334620436267,329.39839054718965,11287.414744867856
2012-02-14,5982.055523647504,559.358218827495,11627.719201649374
2012-02-15,5390.763125067539,75.48637588568955,10712.20844626145
2012-02-16,5730.6968720456,234.29745062382705,11209.970586235517
2012-02-17,6005.074478937448,1031.1681655163436,11509.044236897991
2012-02-18,403.7810149367042,-4927.524194724833,6063.977776021676
2012-02-19,-4459.128410685986,-9665.718154485878,764.1110894520779
2012-02-20,5361.327063886835,60.46312455884225,10600.052457181375
2012-02-21,5493.008059770078,-58.720523253521776,10879.932010789098
2012-02-22,5015.3681852092195,-207.00570132734927,10566.742236151711
2012-02-23,5479.954752306994,-45.074497309310374,11029.6789228003
2012-02-24,5887.064035650586,379.3564141638323,11605.956100881584
2012-02-25,423.50782593341046,-5174.346080073606,6027.61641337487
2012-02-27,5658.96972191465,206.5063562052499,11481.919490835497
2012-02-28,5924.636670633226,494.01833680172064,11599.960981027685
2012-02-29,5573.753655555185,428.9559707801366,11147.359030671665
2012-03-01,6155.1967164741955,756.2392888889245,11976.924320530996
2012-03-02,6666.875990239141,1531.6985259379235,12087.090803395304
2012-03-03,1293.5534577451053,-4030.905580176401,7099.901957426584
2012-03-05,6660.193211867936,1045.0569105673342,12047.925293087912
2012-03-06,6964.7091651587925,1418.3545478444498,12387.700067978045
2012-03-07,6634.165366796218,1048.5760538205095,11984.983855218972
2012-03-08,7217.469186457294,1363.8637956460054,12822.652139367152
2012-03-09,7712.980106143563,2583.003676750105,13034.817039483023
2012-03-10,2306.303096561591,-2943.610369872681,7841.880206804785
2012-03-11,-2392.121505042198,-7937.900736741753,3338.425028367008
2012-03-12,7559.806087891214,2435.1094851081275,12976.488171359086
2012-03-13,7787.847474673263,2152.7423300067794,13396.780680032682
2012-03-14,7370.167000900006,1587.1141990181545,13128.512149410208
2012-03-15,7857.839449799329,2368.690666901642,13653.074215577932
2012-03-16,8251.492007333833,2634.772758319057,13397.842214214546
2012-03-17,2739.038234902142,-2462.505806339892,8184.3389262088685
2012-03-19,7778.3254596113175,2845.5987427066048,13608.652224327901
2012-03-20,7902.241937306111,2771.8649948066573,13087.87766695536
2012-03-21,7385.049584466806,1693.7477881366526,13057.78670510736
2012-03-22,7779.540672327065,2087.5137763144253,13164.07385304703
2012-03-23,8087.819472771145,2490.74454463973,13683.158391825433
2012-03-24,2499.012169930261,-3162.601959135756,8378.914513523461
2012-03-26,7416.094339426938,1927.5385334240864,12918.279772228563
2012-03-27,7495.160844335738,2045.1432814147715,13281.741132216921
2012-03-28,6944.150811682937,1167.4714246252104,12491.428395245423
2012-03-29,7315.6713693828315,2006.8737470306605,12747.563940918046
2012-03-30,7611.400274403189,2276.6120253471004,13131.214622750498
2012-03-31,2019.8233014924226,-3296.926780976904,7470.406459251011
2012-04-01,-2846.2179296445165,-8700.992254924711,2216.2908490150594
2012-04-02,6957.270483160399,1728.9946579248913,12759.365619383456
